"Infrastructure
ID",WBS,Category,Subcategory,Project Name,Identified Project funding,Project Description,Project Priority,Project Cost Estimate,Funding Status (%),Funding Phase,Funding Needed,Quadrant(s),NE Quadrant,NW Quadrant,SE Quadrant,SW Quadrant,Quadrant Factor,Quadrant Funding Estimated,CD,CD 1,CD 2,CD 3,CD 4,CD 5,CD 6,CD 7,CD 8,CD 9,CD 10,CD 11,CD 12,CW,CD Funding Factor,CD Funding Estimated,NPU 1,NPU 2,NPU 3,NPU 4,NPU 5,Neighborhood 1,Neighborhood 2,Neighborhood 3,Neighborhood 4,Neighborhood 5,Neighborhood 6,Neighborhood 7,Neighborhood 8,Neighborhood 9,Neighborhood 10,Neighborhood 11,Corridor 1,Corridor 2,Corridor 3,Secondary Corridor 1,Secondary Corridor 2,Secondary Corridor 3,Regional Employment Center,Priority and Sub Cat,"Bond Tranche/
Funding Tier"
761,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Edgewood Avenue,Project Shield,Replacement of traffic signal communications at the intersection.,Low,"$36,400",100%,,$0,"NE, SE",NE,,SE,,0.500,"$18,200",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Piedmont Avenue,Edgewood Avenue,,,,,,Low Traffic Signals,1
768,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Ellis Street,CAP Phase II,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,NE,NE,,,,1.000,"$87,760",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Piedmont Avenue,,,Ellis Street,,,,Medium Traffic Signals,1
805,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Gilmer Street,Project Shield,Replacement of traffic signal communications at the intersection.,Low,"$36,400",100%,,$0,SE,,,SE,,1.000,"$36,400",,,,,,5,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Piedmont Avenue,,,,,,,Low Traffic Signals,1
826,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Harris Street,CAP Phase II,Replacement of traffic signal communications at the intersection.,Low,"$36,400",100%,,$0,NE,NE,,,,1.000,"$36,400",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Piedmont Avenue,Harris Street,,,,,,Low Traffic Signals,1
842,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ John Wesley Dobbs Avenue,CAP Phase II,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",100%,,$0,NE,NE,,,,1.000,"$87,760",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Piedmont Avenue,,,John Wesley Dobbs Avenue,,,,Medium Traffic Signals,1
205,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Monroe Drive,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Low,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",F,,,,,Piedmont Heights,,,,,,,,,,,Piedmont Avenue,,,Monroe Drive,,,,Low Traffic Signals,1
391,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ North Avenue,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,2,,,,,,,,,,,,1.000,"$59,940",M,,,,,Downtown,Old Fourth Ward,,,,,,,,,,Piedmont Avenue,North Avenue,,,,,,Medium Traffic Signals,1
208,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ North Rock Springs Road,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Low,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",F,,,,,Morningside/Lenox Park,,,,,,,,,,,Piedmont Avenue,,,,,,,Low Traffic Signals,1
413,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Pine Street,Midtown RTOP,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",100%,,$0,NE,NE,,,,1.000,"$55,660",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,Old Fourth Ward,,,,,,,,,,Piedmont Avenue,,,,,,,Low Traffic Signals,1
414,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Ponce De Leon Avenue,Midtown RTOP,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Medium,"$40,680",100%,,$0,NE,NE,,,,1.000,"$40,680",,,2,,,,,,,,,,,,1.000,$0,E,,,,,Midtown,,,,,,,,,,,Piedmont Avenue,Ponce De Leon Avenue,,,,,,Medium Traffic Signals,1
415,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ Ralph McGill Boulevard,Midtown RTOP,Replacement of traffic signal communications at the intersection.,Low,"$36,400",100%,,$0,NE,NE,,,,1.000,"$36,400",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,Old Fourth Ward,,,,,,,,,,Piedmont Avenue,,,,,,,Low Traffic Signals,1
204,1.4.5,Traffic,Traffic Signals,Piedmont Avenue @ The Prado,Midtown RTOP,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Low,"$59,940",100%,,$0,NE,NE,,,,1.000,"$59,940",,,,,,,6,,,,,,,,1.000,$0,F,,,,,Morningside/Lenox Park,,,,,,,,,,,Piedmont Avenue,,,,,,,Low Traffic Signals,1
649,1.4.5,Traffic,Traffic Signals,Piedmont Road & Garson Drive,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
908,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Buckhead Loop,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,North Buckhead,Buckhead Forest,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
209,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Cheshire Bridge Road,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",NE,NE,,,,1.000,"$40,680",,,,,,,6,,,,,,,,1.000,"$40,680",F,,,,,Piedmont Heights,Morningside/Lenox Park,,,,,,,,,,Piedmont Road,Cheshire Bridge Road,,,,,,Low Traffic Signals,1
145,1.4.5,Traffic,Traffic Signals,Piedmont Road @ East Paces Ferry Road ,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Buckhead Village,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
216,1.4.5,Traffic,Traffic Signals,Piedmont Road @ East Wesley Road & Home Depot Driveway & Darlington Road,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,East Wesley Road,,,,Low Traffic Signals,1
818,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Habersham Road,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",NE,NE,,,,1.000,"$40,680",,,,,,,,7,,,,,,,1.000,"$40,680",B,,,,,Buckhead Forest,North Buckhead,,,,,,,,,,Piedmont Road,,,Habersham Road,,,,Low Traffic Signals,1
210,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Lakeshore Drive,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",F,,,,,Lindridge/Martin Manor,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
212,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Lindbergh Drive,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,Lindbergh Drive,,,,,,Low Traffic Signals,1
211,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Lindbergh Way,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
215,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Miami Circle,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
213,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Morosgo Drive,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
146,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Pharr Road & Peachtree Drive,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Peachtree Park,,,,,,,,,,,Piedmont Road,,,Pharr Road,,,,Low Traffic Signals,1
591,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Piedmont Center Driveway & Securities Center Driveway,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",NE,NE,,,,1.000,"$40,680",,,,,,,,7,,,,,,,1.000,"$40,680",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
897,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Piedmont Center Driveway B & Piedmont Manor Driveway,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",NE,NE,,,,1.000,"$40,680",,,,,,,,7,,,,,,,1.000,"$40,680",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
488,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Ralph McGill Boulevard & Lambert Drive,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,6,,,,,,,,1.000,"$36,400",F,,,,,Morningside/Lenox Park,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
214,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Sidney Marcus Boulevard,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,Lindbergh/Morosgo,,,,,,,,,,,Piedmont Road,Sidney Marcus Boulevard,,,,,,Low Traffic Signals,1
144,1.4.5,Traffic,Traffic Signals,Piedmont Road @ Tower Place,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,,7,,,,,,,1.000,"$36,400",B,,,,,North Buckhead,,,,,,,,,,,Piedmont Road,,,,,,,Low Traffic Signals,1
525,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Argonne Avenue,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,,,,,6,,,,,,,,1.000,"$59,940",E,,,,,Old Fourth Ward,Midtown,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
301,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Barnett Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",F,,,,,Virginia Highland,,,,,,,,,,,Ponce De Leon Avenue,,, Barnett Street,,,,Medium Traffic Signals,5
307,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Clifton Road,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",N,,,,,Druid Hills,,,,,,,,,,,Ponce De Leon Avenue,,,Clifton Road,,,,Medium Traffic Signals,5
744,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Durant Place,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,,,,,6,,,,,,,,1.000,"$59,940",E,,,,,Midtown,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
885,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Frederica Street  & Publix Driveway,,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",Low,"$74,920",,,"$74,920",NE,NE,,,,1.000,"$74,920",,,,,,,6,,,,,,,,1.000,"$74,920",F,,,,,Virginia Highland,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Low Traffic Signals,7
473,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Freedom Parkway,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",N,,,,,Poncey-Highlands,Druid Hills,,,,,,,,,,Ponce De Leon Avenue,,,Freedom Parkway,,,,Medium Traffic Signals,5
298,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Glen Iris Drive,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",N,,,,,Midtown,Old Fourht Ward,,,,,,,,,,Ponce De Leon Avenue,,,Glen Iris Drive,,,,Medium Traffic Signals,5
317,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Juniper Street,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,2,,,,,,,,,,,,1.000,"$59,940",E,,,,,Midtown,,,,,,,,,,,Ponce De Leon Avenue,Juniper Street,,,,,,Medium Traffic Signals,5
306,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Lullwater Road & Fairview Road,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",N,,,,,Druid Hills,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
614,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Monroe Drive & Boulevard,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,,,,,6,,,,,,,,1.000,"$59,940",E,,,,,Midtown,Old Fourth Ward,,,,,,,,,,Ponce De Leon Avenue,,,Monroe Drive,Boulevard,,,Medium Traffic Signals,5
303,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Moreland Avenue & Briarcliff Road,,Replacement of traffic signal communications at the intersection.,Low,"$36,400",,,"$36,400",NE,NE,,,,1.000,"$36,400",,,,,,,6,,,,,,,,1.000,"$36,400",F,,,,,Atkins Park,Poncey-Highland,,,,,,,,,,Ponce De Leon Avenue,Moreland Avenue,Briarcliff Road,,,,,Low Traffic Signals,7
387,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Myrtle Street,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,,,,,6,,,,,,,,1.000,"$59,940",E,,,,,Midtown,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
302,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ North Highland Avenue,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",F,N,,,,Virginia Highland,Poncey-Highland,,,,,,,,,,Ponce De Leon Avenue,,,North Highland Avenue,,,,Medium Traffic Signals,5
305,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Oakdale Road,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",N,,,,,Druid Hills,,,,,,,,,,,Ponce De Leon Avenue,,,Oakdale Road,,,,Medium Traffic Signals,5
299,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Office Park Driveway,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",N,,,,,Midtown,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
683,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Parkway Drive & Charles Allen Drive,,"Replacement of traffic signal LED's, signal communications, & timing at the intersection.",Medium,"$59,940",,,"$59,940",NE,NE,,,,1.000,"$59,940",,,,,,,6,,,,,,,,1.000,"$59,940",E,M,,,,Midtown,Old Fourth Ward,,,,,,,,,,Ponce De Leon Avenue,,,Parkway Drive,,,,Medium Traffic Signals,5
300,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Ponce De Leon Place,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",NE,NE,,,,1.000,"$87,760",,,,,,,6,,,,,,,,1.000,"$87,760",F,,,,,Virginia Highland,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
260,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Spring Street,Midtown RTOP,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",100%,,$0,"NE, NW",NE,NW,,,0.500,"$20,340",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Midtown,,,,,,,,,,,Ponce De Leon Avenue,Spring Street,,,,,,Low Traffic Signals,1
304,1.4.5,Traffic,Traffic Signals,Ponce De Leon Avenue @ Springdale Road,,"Replacement of traffic signal cabinet, controller monitor, signal wiring, communication, & timing at the intersection.",Medium,"$68,500",,,"$68,500",NE,NE,,,,1.000,"$68,500",,,,,,,6,,,,,,,,1.000,"$68,500",N,,,,,Druid Hills,,,,,,,,,,,Ponce De Leon Avenue,,,,,,,Medium Traffic Signals,5
316,1.4.5,Traffic,Traffic Signals,"Pryor Road @ Arthur Langford, Jr. Place",,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",SW,,,,SW,1.000,"$40,680",,,,,,,,,,,,,12,,1.000,"$40,680",Y,,,,,Joyland,High Point,,,,,,,,,,Pryor Road,,,,,,,Low Traffic Signals,7
536,1.4.5,Traffic,Traffic Signals,Pryor Road @ Ashwood Avenue & Pryor Circle,,"Replacement of traffic signal LED's, controller monitor signal wiring, communication, & timing at the intersection.",Low,"$74,920",,,"$74,920",SW,,,,SW,1.000,"$74,920",,,,,,,,,,,,,12,,1.000,"$74,920",Y,,,,,Betmar LaVilla,,,,,,,,,,,Pryor Road,,,,,,,Low Traffic Signals,7
443,1.4.5,Traffic,Traffic Signals,Pryor Road @ Claire Drive & Pryor Circle,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,,,,,,,,,12,,1.000,"$87,760",Y,,,,,Amal Heights ,Villages at Carver,,,,,,,,,,Pryor Road,,,Claire Drive,,,,High Traffic Signals,1
773,1.4.5,Traffic,Traffic Signals,Pryor Road @ Fair Drive,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",High,"$87,760",0%,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,,,,,,,,,12,,1.000,"$87,760",Y,,,,,Lakewood Heights,,,,,,,,,,,Pryor Road,,,,,,,High Traffic Signals,1
343,1.4.5,Traffic,Traffic Signals,Pryor Road @ Manford Road,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",SW,,,,SW,1.000,"$40,680",,,,,,,,,,,,,12,,1.000,"$40,680",Y,,,,,High Point,,,,,,,,,,,Pryor Road,,,,,,,Low Traffic Signals,7
416,1.4.5,Traffic,Traffic Signals,Pryor Road @ Thornton Street,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",SW,,,,SW,1.000,"$40,680",,,,,,,,,,,,,12,,1.000,"$40,680",Y,,,,,Joyland,,,,,,,,,,,Pryor Road,,,,,,,Low Traffic Signals,7
417,1.4.5,Traffic,Traffic Signals,Pryor Road @ University Avenue,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",SW,,,,SW,1.000,"$40,680",,,,,4,,,,,,,,,,1.000,"$40,680",V,,,,,Pittsburgh,,,,,,,,,,,Pryor Road,,,University Avenue,,,,Low Traffic Signals,7
734,1.4.5,Traffic,Traffic Signals,Pryor Street @ Decatur Street & Park Place,,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SE,,,SE,,1.000,"$55,660",,,,,,5,,,,,,,,,1.000,"$55,660",M,,,,,Downtown,,,,,,,,,,,Pryor Street,Decatur Street,Park Place,,,,,Low Traffic Signals,7
17,1.4.5,Traffic,Traffic Signals,Pryor Street @ Fulton Street,,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SW,,,,SW,1.000,"$55,660",,,,,4,,,,,,,,,,1.000,"$55,660",V,,,,,Mechanicsville,,,,,,,,,,,Pryor Street,,,Fulton Street,,,,Low Traffic Signals,7
802,1.4.5,Traffic,Traffic Signals,Pryor Street @ Garnett Street,CAP Phase II,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",100%,,$0,SW,,,,SW,1.000,"$55,660",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Pryor Street,,,,,,,Low Traffic Signals,7
19,1.4.5,Traffic,Traffic Signals,Pryor Street @ Glenn Street ,,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",,,"$55,660",SW,,,,SW,1.000,"$55,660",,,,,4,,,,,,,,,,1.000,"$55,660",V,,,,,Mechanicsville,,,,,,,,,,,Pryor Street,,,,,,,Low Traffic Signals,7
72,1.4.5,Traffic,Traffic Signals,Pryor Street @ Rawson Street,,"Replacement of traffic signal LED's, cabinet, controller monitor, signal wiring, communications, & timing at the intersection.",Medium,"$87,760",,,"$87,760",SW,,,,SW,1.000,"$87,760",,,,,4,,,,,,,,,,1.000,"$87,760",V,,,,,Mechanicsville,,,,,,,,,,,Pryor Street,,,,,,,Medium Traffic Signals,5
418,1.4.5,Traffic,Traffic Signals,Pryor Street @ Ridge Avenue,,"Replacement of traffic signal LED's, signal wiring, communications, & timing at the intersection.",Low,"$40,680",,,"$40,680",SW,,,,SW,1.000,"$40,680",,1,,,,,,,,,,,,,1.000,"$40,680",V,,,,,Peoplestown,,,,,,,,,,,Pryor Street,,,,,,,Low Traffic Signals,7
419,1.4.5,Traffic,Traffic Signals,Pryor Street @ Trinity Avenue,CAP Phase II,Replacement of traffic signal LED's & signal communications at the intersection.,Low,"$55,660",100%,,$0,SW,,,,SW,1.000,"$55,660",,,2,,,,,,,,,,,,1.000,$0,M,,,,,Downtown,,,,,,,,,,,Pryor Street,Trinity Avenue,,,,,,Low Traffic Signals,7
